year,month,day,time,latitude,longitude,depth (m),location,Akashiwo sanguinea (cells/L),Alexandrium spp. (cells/L),Ammonia (uM),Chlorophyll (mg/m3),Chlorophyll 1 (mg/m3),Chlorophyll 2 (mg/m3),DA Volume Filtered (mL),Dinophysis spp. (cells/L),Domoic Acid (ng/mL),Lingulodinium polyedrum (cells/L),Nitrate (uM),Nitrite (uM),Other Diatoms (cells/L),Other Dinoflagellates (cells/L),Phaeophytin (mg/m3),Phaeophytin 1 (mg/m3),Phaeophytin 2 (mg/m3),Phosphate (uM),Prorocentrum spp. (cells/L),Pseudo-nitzschia delicatissima group (cells/L),Pseudo-nitzschia seriata group (cells/L),Silicate (uM),Volume Settled for counting (mL),Water Temperature (C),Volume for counting (mL)
2013,5,13,15:30:00,34.408,-119.685,0,Stearns Wharf,0,0,76.286,1.55,1.55,NaN,188,928,0.22,0,0,0.066,NaN,NaN,0.19,0.19,NaN,0.178,0,5337,5569,0.38,50,15,NaN
2013,5,13,15:45:00,33.6061,-117.9311,0,Newport Pier,0,0,1.37,1.92,1.9,1.93,200,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.22,15599,0,0,1.75,25,18.9,NaN
2013,5,13,17:30:00,32.867,-117.257,0,Scripps Pier,0,0,0.8,1.64,1.66,1.61,200,0,0.08,0,0.09,0.05,NaN,NaN,0.59,0.55,0.63,0.22,13600,26400,3600,2.15,10,19.1,NaN
2013,5,14,16:30:00,34.008,-118.499,0,Santa Monica Pier,0,0,12.7304,2.7,2.7,NaN,200,374,0.48,0,0.512361,0.015895,2244,748,NaN,NaN,NaN,0.303942,2992,41140,1122,3.16326,NaN,18,250
2013,5,15,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,40,0.56,6.2,6.24,6.15,250,1790,0,NaN,0.3,NaN,NaN,NaN,NaN,NaN,NaN,0.31,NaN,NaN,0,2.94,NaN,14.9,NaN
2013,5,15,15:30:00,36.603686,-121.889271,0,Monterey Wharf,0,0,NaN,29.92,NaN,NaN,50,50,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,67735,179441,NaN,NaN,13.75,NaN
2013,5,16,17:00:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,NaN,1.82,1.75,1.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.64,0.6,0.68,NaN,NaN,NaN,NaN,NaN,NaN,17.1,NaN
2013,5,17,18:10:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.61,12.52,12.52,NaN,200,0,NaN,0,3.51,0.16,413612,3736,2.16,2.16,NaN,0.52,0,44297,123817,10.23,25,13,NaN
2013,5,20,15:30:00,34.408,-119.685,0,Stearns Wharf,0,0,1.463,1.11,1.11,NaN,188,0,0.53,0,0.116,0.102,NaN,NaN,0.41,0.41,NaN,0.466,0,1856,50584,2.196,50,20,NaN
2013,5,20,16:20:00,33.6061,-117.9311,0,Newport Pier,0,0,1.91,1.11,1.09,1.13,200,0,NaN,0,0.27,0.14,NaN,NaN,NaN,NaN,NaN,0.16,12999,0,0,1.53,25,19.2,NaN
2013,5,20,17:25:00,32.867,-117.257,0,Scripps Pier,0,0,0.97,0.6,0.57,0.63,200,0,0.1,0,0.16,0.02,NaN,NaN,0.31,0.31,0.31,0.21,1600,5600,0,4.33,10,19.6,NaN
2013,5,20,18:30:00,34.008,-118.499,0,Santa Monica Pier,0,0,9.85191,1.4,1.4,NaN,200,0,0.05,0,0.30385,0.017419,10472,4114,NaN,NaN,NaN,0.297353,3740,10472,2244,3.27475,NaN,20,250
2013,5,22,15:30:00,36.603686,-121.889271,0,Monterey Wharf,50,0,NaN,44.91,NaN,NaN,50,100,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,140263,468517,NaN,NaN,13.1,NaN
2013,5,22,16:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,4.03,10.57,10.43,10.71,250,0,0,NaN,16.89,NaN,NaN,NaN,NaN,NaN,NaN,1.39,NaN,NaN,1050,24.26,NaN,11.3,NaN
2013,5,23,16:35:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,NaN,0.86,0.84,0.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.39,0.37,0.4,NaN,NaN,NaN,NaN,NaN,NaN,19.6,NaN
2013,5,24,10:15:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.47,8.17,8.34,8,200,0,NaN,0,7.94,0.26,164377,534,1.97,2.1,1.84,0.75,0,24550,357041,16.25,25,11.7,NaN
2013,5,27,15:50:00,32.867,-117.257,0,Scripps Pier,0,0,0.25,0.67,0.65,0.69,200,0,NaN,0,0.01,0.05,NaN,NaN,0.32,0.34,0.3,0.14,1200,8800,1200,1.56,10,19.9,NaN
2013,5,27,17:25:00,33.6061,-117.9311,0,Newport Pier,0,0,1.84,1.22,1.2,1.24,200,0,NaN,0,0.23,NaN,NaN,NaN,NaN,NaN,NaN,0.17,2600,0,0,1.99,25,20,NaN
2013,5,28,16:00:00,34.408,-119.685,0,Stearns Wharf,0,928,29.103,3.2,3.2,NaN,188,928,0.045,0,0.42,0.113,NaN,NaN,0.43,0.43,NaN,0.284,0,11834,1392,2.228,50,17,NaN
2013,5,28,18:59:00,34.008,-118.499,0,Santa Monica Pier,0,0,10.2238,1.2,1.2,NaN,200,0,NaN,0,0.331202,0.036442,5984,3740,NaN,NaN,NaN,0.253082,12342,0,4488,4.70227,NaN,20,250
2013,5,29,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,0.29,16.41,15.89,16.94,250,NaN,0,NaN,0.16,NaN,NaN,NaN,NaN,NaN,NaN,0.27,NaN,NaN,0,1.11,NaN,13.8,NaN
2013,5,29,17:00:00,36.603686,-121.889271,0,Monterey Wharf,0,0,NaN,87.57,NaN,NaN,50,429,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,108447,623778,NaN,NaN,14.65,NaN
2013,5,30,16:55:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,NaN,0.75,0.7,0.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.42,0.4,0.44,NaN,NaN,NaN,NaN,NaN,NaN,20.4,NaN
2013,5,31,17:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,0.27,16.2,14.5,17.9,200,0,NaN,0,0.76,0.14,551839,534,8.85,12.8,4.9,0.31,0,88593,272183,15.67,25,12.2,NaN
2013,6,3,15:30:00,34.408,-119.685,0,Stearns Wharf,0,3713,6.076,3.52,3.52,NaN,188,2784,0,464,0.554,0.075,NaN,NaN,1.02,1.02,NaN,0.279,1856,43159,2320,2.287,50,16,NaN
2013,6,3,17:00:00,34.008,-118.499,0,Santa Monica Pier,0,0,1.48235,5.9,5.9,NaN,200,0,NaN,0,0.321575,0.059999,64328,5236,NaN,NaN,NaN,0.246154,25058,4488,1496,2.49432,NaN,19,250
2013,6,3,17:40:00,32.867,-117.257,0,Scripps Pier,0,0,0.82,0.66,0.64,0.68,200,0,NaN,0,0.07,0.06,NaN,NaN,0.35,0.34,0.35,0.21,800,2400,0,2.3,10,20.3,NaN
2013,6,3,18:20:00,33.6061,-117.9311,0,Newport Pier,0,0,0.28,2.12,2.15,2.08,200,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.12,0,0,2600,1.5,25,20.3,NaN
2013,6,5,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,5.77,15.29,15.75,14.84,250,NaN,0,NaN,7.45,NaN,NaN,NaN,NaN,NaN,NaN,1.27,NaN,NaN,400,14.91,NaN,12.1,NaN
2013,6,5,15:30:00,36.603686,-121.889271,0,Monterey Wharf,0,0,NaN,94.57,NaN,NaN,50,1273,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,88270,493600,NaN,NaN,12.8,NaN
2013,6,6,16:40:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,NaN,0.89,0.9,0.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.69,0.65,0.73,NaN,NaN,NaN,NaN,NaN,NaN,19.9,NaN
2013,6,7,20:00:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.25,2.38,2.26,2.5,200,534,NaN,0,0.22,0.03,27218,534,0.75,0.8,0.7,0.11,0,2668,36291,1.12,25,13.9,NaN
2013,6,10,15:30:00,34.408,-119.685,0,Stearns Wharf,0,0,1.333,0.96,0.96,NaN,188,232,0.05,0,0,0.026,NaN,NaN,0.36,0.36,NaN,0.14,0,10674,3481,1.287,50,17,NaN
2013,6,10,15:50:00,33.6061,-117.9311,0,Newport Pier,0,0,0.78,2.7,2.63,2.77,200,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.12,20799,23399,0,5.5,25,19,NaN
2013,6,10,16:00:00,32.867,-117.257,0,Scripps Pier,0,0,0.38,0.71,0.7,0.72,200,0,NaN,0,0.03,0.06,NaN,NaN,0.34,0.33,0.34,0.18,0,5600,0,3.15,10,19.1,NaN
2013,6,10,18:59:00,34.008,-118.499,0,Santa Monica Pier,0,0,3.15029,1.6,1.6,NaN,200,0,NaN,0,0.223445,0.034475,7106,13464,NaN,NaN,NaN,0.259957,11594,0,748,4.09175,NaN,19,250
2013,6,12,15:00:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,5.12,6.88,6.62,7.14,250,534,0,NaN,3.31,NaN,NaN,NaN,NaN,NaN,NaN,1.02,NaN,NaN,0,9.63,NaN,13.3,NaN
2013,6,12,17:35:00,36.603686,-121.889271,0,Monterey Wharf,50,0,NaN,7.27,NaN,NaN,50,450,NaN,225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,13053,30610,NaN,NaN,14.45,NaN
2013,6,13,16:50:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,NaN,1.24,1.24,1.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.63,0.67,0.59,NaN,NaN,NaN,NaN,NaN,NaN,19.4,NaN
2013,6,17,16:00:00,32.867,-117.257,0,Scripps Pier,0,0,0.34,1.13,1.14,1.12,200,0,NaN,0,0.13,0.04,NaN,NaN,0.41,0.39,0.42,0.13,2400,2800,0,3.29,10,20.6,NaN
2013,6,17,16:00:00,34.408,-119.685,0,Stearns Wharf,0,0,11.385,1.67,1.67,NaN,188,480,0,0,0,0.047,NaN,NaN,0.3,0.3,NaN,0.077,440,2560,0,3.363,50,17,NaN
2013,6,17,17:35:00,33.6061,-117.9311,0,Newport Pier,0,0,0.29,2.46,2.46,2.47,200,0,NaN,0,NaN,0.11,NaN,NaN,NaN,NaN,NaN,NaN,23399,23399,0,1.69,25,19.2,NaN
2013,6,18,0:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,2.24,3.13,3.14,3.12,200,534,NaN,0,1.17,0.2,5871,0,0.97,0.96,0.98,0.54,0,1067,0,11.51,25,14.4,NaN
2013,6,18,16:30:00,34.008,-118.499,0,Santa Monica Pier,0,0,14.1569,1.6,1.6,NaN,200,748,NaN,9724,0.718144,0.116499,4488,16082,NaN,NaN,NaN,0.279655,1496,0,0,6.79957,NaN,19.8,250
2013,6,19,17:00:00,36.603686,-121.889271,0,Monterey Wharf,50,0,NaN,9.16,NaN,NaN,50,250,NaN,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22040,124993,NaN,NaN,14.8,NaN
2013,6,20,16:30:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,NaN,1.58,1.57,1.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.58,0.56,0.6,NaN,NaN,NaN,NaN,NaN,NaN,20.3,NaN
2013,6,24,15:45:00,33.6061,-117.9311,0,Newport Pier,0,0,0.8,2.12,2.26,1.99,200,0,NaN,0,0.2,NaN,NaN,NaN,NaN,NaN,NaN,0.19,0,0,0,3.97,25,20.5,NaN
2013,6,24,16:00:00,34.408,-119.685,0,Stearns Wharf,0,0,0.687,2.06,2.06,NaN,188,0,0,0,0,0.036,NaN,NaN,0.28,0.28,NaN,0.046,1392,59401,1856,4.613,50,16,NaN
2013,6,24,17:35:00,32.867,-117.257,0,Scripps Pier,0,0,0.35,0.9,0.89,0.9,200,0,NaN,0,0.05,0.02,NaN,NaN,0.38,0.39,0.36,0.13,0,3600,0,1.92,10,19.5,NaN
2013,6,24,18:00:00,34.008,-118.499,0,Santa Monica Pier,0,0,14.9333,3.1,3.1,NaN,200,0,NaN,0,0.28158,0.00505,47175,2550,NaN,NaN,NaN,0.154765,5100,0,1275,5.6877,NaN,21,220
2013,6,26,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,8.57,6.25,6.26,6.24,250,NaN,0,NaN,3.75,NaN,NaN,NaN,NaN,NaN,NaN,0.99,NaN,NaN,0,9.35,NaN,15.1,NaN
2013,6,26,16:00:00,36.603686,-121.889271,0,Monterey Wharf,0,0,NaN,27.06,NaN,NaN,50,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,47864,225175,NaN,NaN,15.35,NaN
2013,6,27,15:45:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,NaN,1.92,1.9,1.94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8,0.79,0.81,NaN,NaN,NaN,NaN,NaN,NaN,20.7,NaN
2013,6,27,16:00:00,35.17,-120.741,0,Cal Poly Pier,0,2135,0.99,9.1,16.6,1.6,200,1067,NaN,2135,3.94,0.17,104070,25084,2.46,4.5,0.41,0.8,534,12809,801607,6.26,25,14.5,NaN
2013,7,1,7:00:00,34.408,-119.685,0,Stearns Wharf,0,0,NaN,2.1,2.1,NaN,188,232,0,464,NaN,NaN,NaN,NaN,0.2,0.2,NaN,NaN,0,0,464,NaN,50,21,NaN
2013,7,1,15:15:00,33.6061,-117.9311,0,Newport Pier,0,0,1.35,2.69,2.66,2.72,200,0,NaN,0,NaN,0.1,NaN,NaN,NaN,NaN,NaN,0.1,7800,5200,0,1.77,25,20.3,NaN
2013,7,1,17:15:00,32.867,-117.257,0,Scripps Pier,0,0,0.46,0.78,0.77,0.78,200,400,NaN,0,0.11,0.04,NaN,NaN,0.46,0.45,0.46,0.16,800,4000,0,2.89,10,19.5,NaN
2013,7,1,18:59:00,34.008,-118.499,0,Santa Monica Pier,0,0,94.3212,10.8,10.8,NaN,200,0,NaN,1496,0.559322,0.073157,190740,1122,NaN,NaN,NaN,0.299737,8228,748,10846,7.95369,NaN,19.5,250
2013,7,2,15:45:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.1,4.96,5.06,4.86,200,534,NaN,0,0.39,0.1,13342,8539,1.78,1.74,1.82,0.32,534,36291,391731,2.09,25,13.3,NaN
2013,7,3,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,0.28,4.67,4.17,5.17,250,2110,0.015198,NaN,1.04,NaN,NaN,NaN,NaN,NaN,NaN,0.3,NaN,NaN,350,0.33,NaN,15.5,NaN
2013,7,3,16:00:00,36.603686,-121.889271,0,Monterey Wharf,50,0,NaN,18.33,NaN,NaN,50,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50,39402,135261,NaN,NaN,14.8,NaN
2013,7,8,16:30:00,33.6061,-117.9311,0,Newport Pier,0,0,9.15,2.67,2.77,2.58,200,0,NaN,2600,NaN,0.12,NaN,NaN,NaN,NaN,NaN,0.3,5200,0,0,2.75,25,20,NaN
2013,7,8,17:20:00,32.867,-117.257,0,Scripps Pier,0,0,0.24,1.37,1.37,1.37,200,0,NaN,0,0.04,0.02,NaN,NaN,0.53,0.52,0.54,0.14,1200,2400,400,1.95,10,21.3,NaN
2013,7,8,18:00:00,34.008,-118.499,0,Santa Monica Pier,0,0,2.05586,6,6,NaN,200,374,NaN,4862,0.576204,0.144406,93874,0,NaN,NaN,NaN,0.291605,2992,0,7854,6.14915,NaN,21.5,250
2013,7,9,15:00:00,34.408,-119.685,0,Stearns Wharf,0,0,1.125,5.81,5.81,NaN,188,464,0,26916,0.334,0.079,NaN,NaN,0.23,0.23,NaN,0.242,92815,0,1856,8.769,50,17,NaN
2013,7,10,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,0.29,3.26,2.93,3.58,250,1210,0,NaN,0.49,NaN,NaN,NaN,NaN,NaN,NaN,0.27,NaN,NaN,0,0.96,NaN,15.5,NaN
2013,7,10,16:30:00,36.603686,-121.889271,0,Monterey Wharf,500,0,NaN,5.24,NaN,NaN,50,3451,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6902,37222,NaN,NaN,16.2,NaN
2013,7,11,16:30:00,35.17,-120.741,0,Cal Poly Pier,0,2668,4.63,1.32,1.42,1.23,200,0,NaN,1067,8.25,0.29,7472,8529,0.66,0.72,0.6,1.32,0,534,1067,10.64,25,15.2,NaN
2013,7,11,17:00:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,NaN,0.76,0.76,0.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.32,0.33,0.31,NaN,NaN,NaN,NaN,NaN,NaN,20.9,NaN
2013,7,15,16:00:00,34.408,-119.685,0,Stearns Wharf,0,0,0.88,3.08,3.08,NaN,188,464,0,5569,0,0.011,NaN,NaN,0.34,0.34,NaN,0.181,86782,928,0,9.454,50,18,NaN
2013,7,15,16:30:00,34.008,-118.499,0,Santa Monica Pier,0,0,1.98365,29.7,29.7,NaN,200,0,NaN,0,0.348568,0.0698,730606,0,NaN,NaN,NaN,0.299756,12941,0,0,5.23806,NaN,21.5,250
2013,7,15,17:20:00,32.867,-117.257,0,Scripps Pier,0,0,0.38,0.94,0.93,0.94,200,0,NaN,0,0.11,0.05,NaN,NaN,0.25,0.25,0.25,0.13,800,8400,800,2.59,10,22.1,NaN
2013,7,15,17:30:00,33.6061,-117.9311,0,Newport Pier,0,0,1.34,0.76,0.8,0.72,200,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16,0,0,2600,1.86,25,23,NaN
2013,7,17,20:00:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,0.5,2.83,2.89,2.77,250,NaN,0,NaN,0.29,NaN,NaN,NaN,NaN,NaN,NaN,0.19,NaN,NaN,0,1.39,NaN,15.5,NaN
2013,7,18,16:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,4.9,2.56,2.42,2.7,200,0,NaN,534,10.85,0.5,4803,1599,0.76,0.7,0.82,1.63,13342,11741,1601,27.48,25,13.3,NaN
2013,7,18,17:55:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,NaN,1.44,1.43,1.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.52,0.48,0.56,NaN,NaN,NaN,NaN,NaN,NaN,20.6,NaN
2013,7,18,18:30:00,36.603686,-121.889271,0,Monterey Wharf,430,0,NaN,13.95,NaN,NaN,50,7935,NaN,1717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,4930,6645,NaN,NaN,17.05,NaN
2013,7,22,16:40:00,33.6061,-117.9311,0,Newport Pier,0,0,0.54,1.12,1.16,1.08,200,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.14,2600,10399,5200,1.48,25,20,NaN
2013,7,22,17:00:00,32.867,-117.257,0,Scripps Pier,0,0,0.46,1.77,1.78,1.76,200,0,NaN,400,0.07,0.05,NaN,NaN,0.39,0.35,0.42,0.12,21600,14800,0,3.73,10,20.1,NaN
2013,7,22,18:30:00,34.008,-118.499,0,Santa Monica Pier,0,0,1.25493,0.4,0.4,NaN,200,0,NaN,0,3.06466,0.130391,2244,1369,NaN,NaN,NaN,0.339792,3115,0,0,5.6257,NaN,20,250
2013,7,23,14:15:00,34.408,-119.685,0,Stearns Wharf,0,0,2.856,2.83,2.83,NaN,188,0,0.36,0,2.085,0.259,NaN,NaN,0.54,0.54,NaN,0.614,2784,12066,91422,7.984,50,16,NaN
2013,7,24,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,2.63,10.12,10.22,10.01,250,740,0,NaN,4.77,NaN,NaN,NaN,NaN,NaN,NaN,0.61,NaN,NaN,0,15.65,NaN,15.1,NaN
2013,7,24,18:30:00,36.603686,-121.889271,0,Monterey Wharf,0,0,NaN,37.67,NaN,NaN,50,236,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,13203,131333,NaN,NaN,16.65,NaN
2013,7,25,16:20:00,35.17,-120.741,0,Cal Poly Pier,0,1601,0.6,4.99,4.02,5.96,200,0,NaN,2668,3.43,0.09,8005,8529,0.74,1.48,2,0.49,412011,350103,3202,3.97,25,14.3,NaN
2013,7,25,17:05:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,NaN,2.51,2.47,2.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.94,0.95,0.92,NaN,NaN,NaN,NaN,NaN,NaN,18.8,NaN
2013,7,29,15:00:00,34.408,-119.685,0,Stearns Wharf,0,0,3.275,3.12,3.12,NaN,188,464,0,0,1.262,0.184,NaN,NaN,0.5,0.5,NaN,0.43,103024,8817,1856,9.829,50,15,NaN
2013,7,29,17:22:00,32.867,-117.257,0,Scripps Pier,0,0,0.87,2.85,2.86,2.83,200,0,0.4,0,1.51,0.09,NaN,NaN,0.94,0.84,1.03,0.26,6000,26800,59200,4.97,10,17.1,NaN
2013,7,29,18:05:00,33.6061,-117.9311,0,Newport Pier,0,0,0.27,1.99,1.96,2.01,200,0,NaN,0,NaN,0.11,NaN,NaN,NaN,NaN,NaN,0.13,15599,197588,0,3.63,25,19.5,NaN
2013,7,29,18:30:00,34.008,-118.499,0,Santa Monica Pier,0,0,3.97644,1.14,1.7,NaN,200,0,NaN,0,0.737202,0.139087,18700,1122,NaN,NaN,NaN,0.316315,4862,2244,3740,6.54572,NaN,19,250
2013,7,31,15:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,2.16,13.09,13.23,12.95,250,560,0,NaN,3.95,NaN,NaN,NaN,NaN,NaN,NaN,0.62,NaN,NaN,0,28.81,NaN,14.1,NaN
2013,7,31,16:15:00,36.603686,-121.889271,0,Monterey Wharf,0,0,NaN,32.98,NaN,NaN,50,50,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,28050,153269,NaN,NaN,14.65,NaN
2013,8,1,16:00:00,35.17,-120.741,0,Cal Poly Pier,1066,2665,2.09,4.81,3.82,5.8,200,0,NaN,6397,1.49,0.17,54374,4798,1.65,1.26,2.04,0.53,2132,4265,12794,4.77,25,NaN,NaN
2013,8,1,18:47:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,NaN,2.33,2.32,2.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.62,0.63,0.6,NaN,NaN,NaN,NaN,NaN,NaN,17.5,NaN
2013,8,5,15:00:00,34.408,-119.685,0,Stearns Wharf,0,0,1.057,6.94,6.94,NaN,188,11602,0,0,0,0.035,NaN,NaN,0.29,0.29,NaN,0.168,442262,4641,0,6.853,50,16,NaN
2013,8,5,15:10:00,33.6061,-117.9311,0,Newport Pier,0,0,1.08,2.38,2.25,2.52,200,0,0.11,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.21,2600,639562,44197,NaN,25,18.1,NaN
2013,8,5,17:15:00,32.867,-117.257,0,Scripps Pier,0,0,0.47,1.03,1.01,1.04,200,400,NaN,0,0.06,0.03,NaN,NaN,0.42,0.42,0.41,0.17,10800,11200,3200,2.15,10,20,NaN
2013,8,5,17:30:00,34.008,-118.499,0,Santa Monica Pier,0,0,8.49516,0.44,NaN,NaN,200,0,NaN,0,0.65097,0.108626,2618,0,NaN,NaN,NaN,0.352075,1122,1122,748,5.40875,NaN,20,250
2013,8,7,14:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,4.85,5.03,4.94,5.12,250,60,0,NaN,5.76,NaN,NaN,NaN,NaN,NaN,NaN,1.13,NaN,NaN,0,16.3,NaN,14,NaN
2013,8,7,16:30:00,36.603686,-121.889271,0,Monterey Wharf,0,0,NaN,57.07,NaN,NaN,50,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,45613,386902,NaN,NaN,14.75,NaN
2013,8,7,21:45:00,35.17,-120.741,0,Cal Poly Pier,0,1066,0.5,13.9,13.9,13.9,200,0,NaN,1599,0.55,0.13,4265,2132,3.85,3.7,4,0.56,50109,126872,681272,7.43,25,14.8,NaN
2013,8,8,16:14:00,32.867,-117.257,0,Scripps Pier,NaN,NaN,NaN,0.98,0.99,0.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.41,0.4,0.41,NaN,NaN,NaN,NaN,NaN,NaN,20.5,NaN
2013,8,12,15:30:00,34.408,-119.685,0,Stearns Wharf,0,0,4.441,1.32,1.32,NaN,188,0,0,0,0.596,0.218,NaN,NaN,0.76,0.76,NaN,0.508,6497,9746,0,4.703,50,18,NaN
2013,8,12,16:30:00,34.008,-118.499,0,Santa Monica Pier,0,0,43.818,2.39,NaN,NaN,200,0,NaN,0,1.69386,0.141882,10098,1122,NaN,NaN,NaN,0.540417,3366,0,1122,4.56375,NaN,20,250
2013,8,12,17:08:00,32.867,-117.257,0,Scripps Pier,0,0,0.46,1.52,1.51,1.53,200,0,NaN,0,0.01,0.01,NaN,NaN,0.58,0.58,0.57,0.13,4400,25200,1200,1.84,10,21.2,NaN
2013,8,12,18:55:00,33.6061,-117.9311,0,Newport Pier,0,0,1.47,2.77,2.7,2.85,200,0,NaN,0,0.22,NaN,NaN,NaN,NaN,NaN,NaN,0.19,38998,0,0,NaN,25,19,NaN
2013,8,14,15:20:00,36.603686,-121.889271,0,Monterey Wharf,0,0,NaN,15,NaN,NaN,50,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,49006,107055,NaN,NaN,14.65,NaN
2013,8,14,15:30:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,1.71,3.91,3.96,3.86,250,NaN,0,NaN,1.31,NaN,NaN,NaN,NaN,NaN,NaN,0.54,NaN,NaN,0,2.59,NaN,15.5,NaN
2013,8,15,16:30:00,35.17,-120.741,0,Cal Poly Pier,0,0,1.26,3.43,3.5,3.36,200,0,NaN,533,0.14,0.05,1066,533,0.96,0.9,1.02,0.12,27720,14393,127405,1.03,25,16,NaN
2013,8,19,14:55:00,33.6061,-117.9311,0,Newport Pier,0,0,0.25,1.21,1.26,1.15,200,0,NaN,0,0.13,0.1,NaN,NaN,NaN,NaN,NaN,0.17,2600,5200,0,1.17,25,19.7,NaN
2013,8,19,15:30:00,34.408,-119.685,0,Stearns Wharf,0,0,7.793,1.39,1.39,NaN,188,928,0,0,0,0.046,NaN,NaN,0.3,0.3,NaN,0.133,12994,0,0,1.556,50,17,NaN
2013,8,19,17:00:00,34.008,-118.499,0,Santa Monica Pier,0,0,18.1283,1.8,NaN,NaN,200,0,NaN,390,1.0768,0.147721,12467,1558,NaN,NaN,NaN,0.416185,5065,0,390,4.68338,NaN,20,250
2013,8,19,17:15:00,32.867,-117.257,0,Scripps Pier,0,0,0.85,1.04,1.03,1.05,200,0,0.1,0,0.06,0.06,NaN,NaN,0.46,0.42,0.5,0.17,800,14000,6400,2.52,10,19.7,NaN
2013,8,21,15:15:00,36.958,-122.017,0,Santa Cruz Wharf,NaN,0,0.28,18.73,19.04,18.41,250,NaN,0,NaN,0.44,NaN,NaN,NaN,NaN,NaN,NaN,0.32,NaN,NaN,0,1.29,NaN,14.8,NaN
